D_ue_E1_OK_distance_ew5,2.75,2.75,2.75,2.755,2.755,2.755,2.76,2.76,2.76,2.765,2.765,2.765,2.77,2.77,2.77
D_ue_E1_OK_distance_sn25,7.29,7.295,7.3,7.29,7.295,7.3,7.29,7.295,7.3,7.29,7.295,7.3,7.29,7.295,7.3
