D_ue_E1_OK_distance_ew6,3.777
D_ue_U1_OK_distance_sn24,1.85
D_ue_E0_OK_distance_sn23,2.4
D_ue_E1_OK_distance_ew5,2.759
D_ue_U1_OK_distance_sn21,11.095
D_ue_E0_OK_distance_sn11,4.92
D_ue_E0_OK_distance_ew4,3.777
D_ue_U1_OK_distance_sn25,7.291
D_ue_E0_OK_distance_ew32,34.337
D_ue_E0_OK_distance_sn22,7.291
D_ue_E0_OK_distance_sn19,11.095
D_ue_E0_OK_distance_ew8,3.777
D_ue_E0_OK_distance_sn25,13.475
D_ue_E1_OK_distance_sn26,13.475
D_ue_E0_OK_distance_sn26,15.575
D_ue_E1_OK_distance_sn24,7.291
D_ue_U1_OK_distance_ew7,3.777
D_ue_U1_OK_distance_sn12,4.92
D_ue_U1_OK_distance_ew6,2.759
D_ue_E1_OK_distance_ew2,3.777
D_ue_E1_OK_distance_ew29,34.337
D_ue_E1_OK_distance_sn21,11.095
D_ue_E1_OK_distance_sn27,15.575
D_ue_E1_OK_distance_sn11,4.92
D_ue_E0_OK_distance_ew7,2.759
D_ue_E1_OK_distance_sn23,2.4
