,IBC1020_2,IBC1207_1,IBC1207_3
0,D_ue_E1_OK_distance_ew4,D_ue_E1_OK_distance_ew4,D_ue_E1_OK_distance_ew4
1,D_ue_U1_OK_distance_sn20,D_ue_E0_OK_distance_sn23,D_ue_E0_OK_distance_sn23
2,D_ue_U1_OK_distance_ew7,D_ue_E0_OK_distance_sn21,D_ue_E0_OK_distance_sn21
3,D_ue_U1_OK_distance_ew6,D_ue_U1_OK_distance_sn23,D_ue_U1_OK_distance_sn23
4,D_ue_E0_OK_distance_sn18,D_ue_U1_OK_distance_ew6,D_ue_U1_OK_distance_ew6
5,D_ue_E1_OK_distance_ew5,D_ue_E1_OK_distance_ew25,D_ue_E1_OK_distance_ew25
6,D_ue_E1_OK_distance_sn20,D_ue_E0_OK_distance_ew29,D_ue_E0_OK_distance_ew29
7,D_ue_E0_OK_distance_ew7,D_ue_E1_OK_distance_sn24,D_ue_E1_OK_distance_sn24
8,D_ue_E0_OK_distance_ew6,D_ue_E1_OK_distance_sn25,D_ue_E1_OK_distance_sn25
9,,D_ue_E1_OK_distance_sn22,D_ue_E1_OK_distance_sn22
10,,D_ue_E0_OK_distance_sn24,D_ue_E0_OK_distance_sn24
11,,D_ue_E0_OK_distance_ew6,D_ue_E0_OK_distance_ew6
