,IBC1020_2,IBC1207_1,IBC1207_3
0,D_ue_E1_OK_distance_sn9,D_ue_E1_OK_distance_sn8,D_ue_E1_OK_distance_sn8
1,D_ue_E0_OK_distance_ew7,D_ue_E1_OK_distance_ew12,D_ue_E1_OK_distance_ew12
2,D_ue_E1_OK_distance_sn19,D_ue_E0_OK_distance_sn8,D_ue_E0_OK_distance_sn8
3,D_ue_U1_OK_distance_ew7,D_ue_E0_OK_distance_ew29,D_ue_E0_OK_distance_ew29
4,D_ue_U1_OK_distance_ew34,D_ue_E0_OK_distance_sn18,D_ue_E0_OK_distance_sn18
5,D_ue_E0_OK_distance_ew10,D_ue_E1_OK_distance_sn1,D_ue_E1_OK_distance_sn1
6,D_ue_U1_OK_distance_sn10,D_ue_E1_OK_distance_sn22,D_ue_E1_OK_distance_sn22
7,D_ue_E0_OK_distance_sn18,D_ue_U1_OK_distance_sn20,D_ue_U1_OK_distance_sn20
8,D_ue_E1_OK_distance_sn1,D_ue_E0_OK_distance_sn10,D_ue_E0_OK_distance_sn10
9,D_ue_E0_OK_distance_sn9,D_ue_E1_OK_distance_sn24,D_ue_E1_OK_distance_sn24
10,D_ue_E0_OK_distance_sn17,D_ue_E1_OK_distance_sn20,D_ue_E1_OK_distance_sn20
11,D_ue_E1_OK_distance_sn22,D_ue_E0_OK_distance_sn21,D_ue_E0_OK_distance_sn21
12,D_ue_U1_OK_distance_sn19,D_ue_E0_OK_distance_ew15,D_ue_E0_OK_distance_ew15
13,D_ue_U1_OK_distance_sn20,D_ue_E0_OK_distance_ew6,D_ue_E0_OK_distance_ew6
14,D_ue_E0_OK_distance_sn10,D_ue_E1_OK_distance_sn10,D_ue_E1_OK_distance_sn10
15,D_ue_E1_OK_distance_ew7,D_ue_U1_OK_distance_ew6,D_ue_U1_OK_distance_ew6
16,D_ue_E1_OK_distance_sn20,D_ue_U1_OK_distance_sn23,D_ue_U1_OK_distance_sn23
17,D_ue_E1_OK_distance_ew13,D_ue_E0_OK_distance_sn23,D_ue_E0_OK_distance_sn23
18,D_ue_U1_OK_distance_ew9,D_ue_E0_OK_distance_sn1,D_ue_E0_OK_distance_sn1
19,D_ue_U1_OK_distance_ew19,D_ue_E1_OK_distance_ew25,D_ue_E1_OK_distance_ew25
20,D_ue_E0_OK_distance_sn21,D_ue_E1_OK_distance_sn23,D_ue_E1_OK_distance_sn23
21,D_ue_E0_OK_distance_ew0,D_ue_U1_OK_distance_sn11,D_ue_U1_OK_distance_sn11
22,D_ue_E0_OK_distance_ew16,D_ue_E1_OK_distance_ew4,D_ue_E1_OK_distance_ew4
23,D_ue_E0_OK_distance_ew6,D_ue_E1_OK_distance_sn25,D_ue_E1_OK_distance_sn25
24,D_ue_E1_OK_distance_sn10,D_ue_E0_OK_distance_sn22,D_ue_E0_OK_distance_sn22
25,D_ue_U1_OK_distance_ew6,D_ue_E0_OK_distance_sn24,D_ue_E0_OK_distance_sn24
26,D_ue_U1_OK_distance_sn1,,
27,D_ue_E1_OK_distance_ew30,,
28,D_ue_U1_OK_distance_sn23,,
29,D_ue_E0_OK_distance_sn1,,
30,D_ue_E1_OK_distance_ew5,,
31,D_ue_U1_OK_distance_sn11,,
32,D_ue_E1_OK_distance_ew4,,
