id,length,classification
2703892,4.600001975999998,separationline
3146273,4.600001975999998,separationline
3151490,4.600001975999998,separationline
3337249,2.380000320000002,separationline
3337516,2.380000320000002,separationline
3342066,2.380000320000002,separationline
3575064,1.0179131279999938,separationline
3575217,1.0179131279999938,separationline
3575321,1.0179131279999807,separationline
