ifcguid,area,d_wl_ew,d_wl_sn,id,isexternal,isstairwaywall,length,structural,type_ifcguid,unconnected_height,volume,classification
0zk4WfOuPFg8xQ3bt9abzx,10.643861171199976,8.186888376000002,,,0,,4.419956615999992,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.0643861171200142,wall
0zk4WfOuPFg8xQ3bt9abz5,18.49599846400004,7.036890168000002,,,0,,5.954999520000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.84959984640003,wall
0zk4WfOuPFg8xQ3bt9abzA,18.49599846400002,19.214390831999996,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.8495998464000054,wall
0zk4WfOuPFg8xQ3bt9abzV,13.58386117119741,17.786890512000003,,,0,,4.419956615999195,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.3583861171197495,wall
0zk4WfOuPFg8xQ3bt9abzR,13.583861171198466,25.936888944,,,0,,4.419956615999533,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.3583861171198517,wall
0zk4WfOuPFg8xQ3bt9abyY,15.647677081599989,18.994389240000004,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.5647677081599936,wall
0zk4WfOuPFg8xQ3bt9abyi,4.984000294209673,12.986890967999999,,,0,,1.607500091940529,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.4984000294209623,wall
0zk4WfOuPFg8xQ3bt9abyg,1.570002048000014,,7.819957944000002,,0,,0.9500006399999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.1570002048000063,wall
0zk4WfOuPFg8xQ3bt9abyp,4.9840002942097,12.036890328,,,0,,1.6075000919405376,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.4984000294209643,wall
0zk4WfOuPFg8xQ3bt9abyn,9.191995942209674,13.936888559999998,,,0,,2.92249873194053,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.9191995942209775,wall
0zk4WfOuPFg8xQ3bt9aby$,4.984000294209673,14.886889200000004,,,0,,1.6075000919405202,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.49840002942096157,wall
0zk4WfOuPFg8xQ3bt9abyz,5.304000294209656,15.836889840000001,,,0,,1.6075000919405202,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.5304000294209659,wall
0zk4WfOuPFg8xQ3bt9abyv,4.640002099200018,16.936888656,,,0,,1.4500006560000056,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.4640002099200019,wall
0zk4WfOuPFg8xQ3bt9aby7,5.487677721599962,16.256889,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.5487677721599972,wall
0zk4WfOuPFg8xQ3bt9aby5,4.241996876800011,,9.134956583999992,,0,,1.8849990239999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.4241996876800145,wall
0zk4WfOuPFg8xQ3bt9abyF,6.272003712000034,12.971888712,,,0,,1.9600011600000111,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.6272003711999962,wall
0zk4WfOuPFg8xQ3bt9abyD,4.818005478400031,,9.269958599999994,,0,,2.0650017120000026,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.48180054784001825,wall
0zk4WfOuPFg8xQ3bt9aby9,2.5300059904000305,,8.104958136,,0,,1.3500018720000024,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.25300059904001115,wall
0zk4WfOuPFg8xQ3bt9ab$d,5.83999726080002,16.286890464000003,,,0,,1.8249991440000064,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.5839997260800032,wall
0zk4WfOuPFg8xQ3bt9ab$z,18.495998464000007,32.501747544000004,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.8495998464000107,wall
0zk4WfOuPFg8xQ3bt9ab$4,15.967677081599998,32.501747544000004,,,0,1,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.596767708159994,wall
0zk4WfOuPFg8xQ3bt9ab$F,6.772022195200033,,15.517456392000007,,0,,2.6756319360000025,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.677202219520025,wall
0zk4WfOuPFg8xQ3bt9ab$D,18.49599846400003,29.344388352000003,,,0,,5.954999520000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.8495998464000132,wall
0zk4WfOuPFg8xQ3bt9ab$M,10.361915468800007,,6.652458120000006,,0,,3.413098584000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,1.0361915468800342,wall
0zk4WfOuPFg8xQ3bt9ab$I,51.63986536960013,34.336890432000004,,,0,,18.749957928000004,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,5.163986536960011,wall
0zk4WfOuPFg8xQ3bt9ab_b,4.4820037120000515,14.221888752,,,0,,1.9600011600000025,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.4482003711999998,wall
0zk4WfOuPFg8xQ3bt9ab_Y,17.174065199200008,,2.289797808000003,,0,,5.740021031999999,1,3aSwb19Dv5TwKrEFFHK$2Y,3.100000000000001,1.7174065199200568,wall
0zk4WfOuPFg8xQ3bt9ab_k,8.268656358400266,,5.574999264,,0,,2.7589551120000806,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.8268656358400533,wall
0zk4WfOuPFg8xQ3bt9abn4,2.8199943424000566,,7.819957943999994,,0,,1.899998232,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.28199943424001406,wall
0zk4WfOuPFg8xQ3bt9abnC,4.000000128,,9.134956584000001,,0,,1.2500000400000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.40000001280001296,wall
0zk4WfOuPFg8xQ3bt9abnA,4.610000204800028,,9.269958599999994,,0,,2.000000064000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.46100002048001754,wall
0zk4WfOuPFg8xQ3bt9abn8,1.8559988992000038,,7.819957943999988,,0,,0.6799996559999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.18559988992000606,wall
0zk4WfOuPFg8xQ3bt9abnM,2.8200040960000496,,7.819957943999994,,0,,1.900001280000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.1999999999999997,0.282000409600013,wall
1W6Thknzf2qup40FGN1N8w,38.42486536960005,37.749989016000015,,,1,0,18.749957928000022,1,0TM_qAVTPEeg7JFha6rBHj,3.2000000000000006,9.406216342399997,wall
1W6Thknzf2qup40FGN1NEk,18.49599846400001,26.693756112,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.8495998463999985,wall
1W6Thknzf2qup40FGN1NEi,15.647677081599994,7.116891024000004,,,0,1,4.989899087999992,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.5647677081600164,wall
1W6Thknzf2qup40FGN1NEW,15.647677081599994,9.686888424000001,,,1,1,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.5647677081600162,wall
1W6Thknzf2qup40FGN1NEu,15.647677081599994,11.086889688000005,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.5647677081600164,wall
1W6Thknzf2qup40FGN1NE_,15.647677081599994,18.286890528000008,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.564767708160005,wall
1W6Thknzf2qup40FGN1NEA,30.53386478080001,2.7589551120000024,,,0,,11.094957743999991,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,3.0533864780799655,wall
1W6Thknzf2qup40FGN1NE2,30.32386478080002,3.7768682399999953,,,0,,11.094957743999991,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,3.032386478079968,wall
1W6Thknzf2qup40FGN1NE6,88.65207101440015,,4.404957408000016,,0,,30.560022192000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,8.865207101440307,wall
1W6Thknzf2qup40FGN1NEI,6.088042214400259,,13.474958063999997,,0,,2.4368881920000747,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.6088042214400455,wall
1W6Thknzf2qup40FGN1NEH,16.319999564800014,2.436888192000005,,,0,,5.274999864000006,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.631999956479984,wall
1W6Thknzf2qup40FGN1NEN,10.5958637056,8.186888376000002,,,0,,4.404957407999996,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.059586370560011,wall
1W6Thknzf2qup40FGN1NDf,18.49599846400004,7.036890168000002,,,0,,5.954999520000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.8495998464000307,wall
1W6Thknzf2qup40FGN1NDW,18.49599846400004,11.086889688000001,,,0,,5.9549995200000065,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.849599846399984,wall
1W6Thknzf2qup40FGN1NDc,18.49599846400004,15.136889207999998,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.8495998464000238,wall
1W6Thknzf2qup40FGN1NDx,13.53586370559998,13.786890384,,,0,,4.404957407999043,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.3535863705600124,wall
1W6Thknzf2qup40FGN1NDp,13.535863705599976,17.838648600000003,,,0,,4.404957407999198,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.3535863705599955,wall
1W6Thknzf2qup40FGN1NDn,13.535863705599976,21.886889424,,,0,,4.404957407999372,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.3535863705599982,wall
1W6Thknzf2qup40FGN1NDt,13.535863705600006,25.936888944,,,0,,4.404957407999537,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.3535863705600053,wall
1W6Thknzf2qup40FGN1NDr,13.535863705600006,29.986888464000003,,,0,,4.40495740799971,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.3535863705600057,wall
1W6Thknzf2qup40FGN1NDC,15.647677081599994,18.986891160000003,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.564767708159994,wall
1W6Thknzf2qup40FGN1ND6,5.487677721599964,12.986890967999999,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5487677721599911,wall
1W6Thknzf2qup40FGN1ND4,1.5700020480000154,,7.819957944000002,,0,,0.9500006399999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.15700020480000637,wall
1W6Thknzf2qup40FGN1NDV,5.167677721599981,12.036890328,,,0,,1.714899287999997,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5167677721599924,wall
1W6Thknzf2qup40FGN1NDJ,5.167677721599953,14.886889200000004,,,0,,1.7148992879999796,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5167677721599893,wall
1W6Thknzf2qup40FGN1NDH,5.487677721599964,15.836889840000001,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5487677721599954,wall
1W6Thknzf2qup40FGN1NDL,4.640002099200019,16.936888656,,,0,,1.4500006560000056,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.464000209920002,wall
1W6Thknzf2qup40FGN1NCh,5.487677721599964,16.256889,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5487677721599973,wall
1W6Thknzf2qup40FGN1NCf,4.241996876800012,,9.134956583999992,,0,,1.8849990239999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.42419968768001476,wall
1W6Thknzf2qup40FGN1NCZ,6.2720037120000365,12.971888712,,,0,,1.9600011600000111,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.6272003711999964,wall
1W6Thknzf2qup40FGN1NCX,4.978005478400034,,9.269958599999994,,0,,2.0650017120000026,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.49780054784001915,wall
1W6Thknzf2qup40FGN1NCb,2.5300059904000327,,8.104958136,,0,,1.3500018720000024,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.25300059904001126,wall
1W6Thknzf2qup40FGN1NCB,5.519997260800012,16.286890464000003,,,0,,1.8249991440000064,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.5519997260800021,wall
1W6Thknzf2qup40FGN1NCH,18.495998464000014,32.501747544000004,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.8495998464000114,wall
1W6Thknzf2qup40FGN1N3k,15.967677081600003,32.49874526400001,,,0,1,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.5967677081600065,wall
1W6Thknzf2qup40FGN1N3Z,6.716026777600031,,15.509958312000009,,0,,2.658133368000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.6716026777600246,wall
1W6Thknzf2qup40FGN1N3X,18.495998464000042,29.35188948,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.8495998464000003,wall
1W6Thknzf2qup40FGN1N3b,53.10986536960014,34.336890432000004,,,0,,18.74995792800001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,5.310986536960003,wall
1W6Thknzf2qup40FGN1N3u,10.361915468800017,,6.652458120000006,,0,,3.4130985840000054,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.0361915468800358,wall
1W6Thknzf2qup40FGN1N3t,10.361915468800028,,13.474958064000006,,0,,3.41309858400001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,1.0361915468800367,wall
1W6Thknzf2qup40FGN1N39,4.482003712000054,14.221888752,,,0,,1.9600011600000025,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.44820037119999984,wall
1W6Thknzf2qup40FGN1N3C,17.251564256800023,,2.289797808000003,,0,,5.765020728000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.100000000000002,1.7251564256800582,wall
1W6Thknzf2qup40FGN1N30,8.268656358400264,,5.274999864,,0,,2.7589551120000806,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.8268656358400529,wall
1W6Thknzf2qup40FGN1N3V,71.67896485120038,,18.749957928000008,,1,0,37.749989016000086,1,0TM_qAVTPEeg7JFha6rBHj,3.2000000000000006,17.719741212800013,wall
1W6Thknzf2qup40FGN1N1k,1.2500020480000307,,7.819957943999994,,0,,0.9500006399999994,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.12500020480000684,wall
1W6Thknzf2qup40FGN1N1i,1.2499922944000355,,7.819957944000002,,0,,0.9499975920000006,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.1249992294400072,wall
1W6Thknzf2qup40FGN1N1c,4.000000128000003,,9.134956584000001,,0,,1.2500000400000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.4000000128000131,wall
1W6Thknzf2qup40FGN1N1a,4.770000204800029,,9.269958599999994,,0,,2.000000064000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.4770000204800182,wall
1W6Thknzf2qup40FGN1N1w,1.8559988992000038,,7.819957943999988,,0,,0.6799996559999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.18559988992000614,wall
1W6Thknzf2qup40FGN1N1u,2.8200040960000536,,7.819957943999994,,0,,1.90000128,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.28200040960001366,wall
1W6Thknzf2qup40FGN1N1m,9.375673369599957,13.936888559999998,,,0,,3.0298979279999894,1,3aSwb19Dv5TwKrEFFHK$2Y,3.2000000000000006,0.9375673369600064,wall
2_414Bjl90PPXdZA2Pm_WU,15.64767708159998,7.116891024000004,,,0,1,4.989899087999992,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.564767708160015,wall
2_414Bjl90PPXdZA2Pm_WQ,15.64767708159998,9.686888424000001,,,1,1,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.5647677081600149,wall
2_414Bjl90PPXdZA2Pm_WI,15.647677081599983,11.086889688000005,,,1,,4.9898990880000085,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.564767708160015,wall
2_414Bjl90PPXdZA2Pm_WG,15.64767708159998,18.286890528000008,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.5647677081600038,wall
2_414Bjl90PPXdZA2Pm_Wa,30.53386478080001,2.7589551120000024,,,0,,11.094957744,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,3.0533864780799655,wall
2_414Bjl90PPXdZA2Pm_W$,30.323864780800015,3.776868240000002,,,0,,11.094957744,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,3.0323864780799688,wall
2_414Bjl90PPXdZA2Pm_Wx,93.06207101440005,,4.404957408000016,,0,,30.560022192,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,9.306207101440307,wall
2_414Bjl90PPXdZA2Pm_XF,6.088042214400252,,13.474958063999997,,0,,2.4368881920000747,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.6088042214400449,wall
2_414Bjl90PPXdZA2Pm_XA,16.319999564799996,2.436888192000005,,,0,,5.274999864000006,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.6319999564799823,wall
2_414Bjl90PPXdZA2Pm_X8,10.59586370560002,8.186888376000002,,,0,,4.404957408000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.0595863705600128,wall
2_414Bjl90PPXdZA2Pm_X2,18.815998464000035,7.036890168000002,,,0,,5.954999520000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.881599846400031,wall
2_414Bjl90PPXdZA2Pm_XS,18.49599846400001,19.214390831999996,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.8495998464000045,wall
2_414Bjl90PPXdZA2Pm_XN,13.535863705599995,17.838648600000003,,,0,,4.404957408000013,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.3535863705599973,wall
2_414Bjl90PPXdZA2Pm_XL,13.535863705600022,25.936888944,,,0,,4.404957408000022,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.353586370560007,wall
2_414Bjl90PPXdZA2Pm_Xi,15.647677081599983,18.986891160000006,,,1,,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.5647677081599924,wall
2_414Bjl90PPXdZA2Pm_Xc,5.487677721599959,12.986890967999999,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.5487677721599906,wall
2_414Bjl90PPXdZA2Pm_Xa,1.5700020480000132,,7.819957944000002,,0,,0.9500006399999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.15700020480000618,wall
2_414Bjl90PPXdZA2Pm_X$,5.1676777215999765,12.036890328,,,0,,1.714899287999997,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.5167677721599918,wall
2_414Bjl90PPXdZA2Pm_Xx,5.1676777215999765,14.886889200000004,,,0,,1.7148992879999796,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.5167677721599914,wall
2_414Bjl90PPXdZA2Pm_Xv,5.487677721599959,15.836889840000001,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.548767772159995,wall
2_414Bjl90PPXdZA2Pm_Xr,4.640002099200015,16.936888656,,,0,,1.4500006560000056,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.4640002099200017,wall
2_414Bjl90PPXdZA2Pm_Xp,5.487677721599959,16.256889,,,0,,1.7148992879999883,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.5487677721599968,wall
2_414Bjl90PPXdZA2Pm_Xn,4.241996876800006,,9.134956583999992,,0,,1.8849990239999972,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.4241996876800141,wall
2_414Bjl90PPXdZA2Pm_YB,6.272003712000031,12.971888712,,,0,,1.9600011600000111,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.6272003711999958,wall
2_414Bjl90PPXdZA2Pm_Y9,4.978005478400029,,9.269958599999994,,0,,2.0650017120000026,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.49780054784001854,wall
2_414Bjl90PPXdZA2Pm_Y5,2.5300059904000287,,8.104958136,,0,,1.3500018720000024,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.253000599040011,wall
2_414Bjl90PPXdZA2Pm_YJ,5.5199972608000065,16.286890464000003,,,0,,1.8249991440000064,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.5519997260800017,wall
2_414Bjl90PPXdZA2Pm_Yv,18.81599846400001,32.501747544000004,,,0,,5.954999519999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.8815998463999979,wall
2_414Bjl90PPXdZA2Pm_ZE,15.967677081599993,32.501747544000004,,,0,1,4.9898990880000005,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.5967677081599936,wall
2_414Bjl90PPXdZA2Pm_ZB,6.692023168000023,,15.517456392000007,,0,,2.650632240000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.6692023168000237,wall
2_414Bjl90PPXdZA2Pm_Z9,18.495998464000024,29.344388352000003,,,0,,5.954999520000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.8495998464000118,wall
2_414Bjl90PPXdZA2Pm_Z0,10.361915468800001,,6.652458120000006,,0,,3.413098584,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,1.0361915468800338,wall
2_414Bjl90PPXdZA2Pm_ZS,51.63986536960012,34.336890432000004,,,0,,18.74995792800001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,5.163986536960002,wall
2_414Bjl90PPXdZA2Pm_ZN,4.482003712000049,14.221888752,,,0,,1.9600011600000025,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.44820037119999956,wall
2_414Bjl90PPXdZA2Pm_ZI,17.2515642568,,2.289797808000003,,0,,5.765020727999999,1,3aSwb19Dv5TwKrEFFHK$2Y,3.099999999999999,1.725156425680056,wall
2_414Bjl90PPXdZA2Pm_Zk,8.268656358400255,,5.149998336,,0,,2.7589551120000806,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.8268656358400525,wall
2_414Bjl90PPXdZA2Pm_yY,1.2500020480000278,,7.819957943999994,,0,,0.9500006399999994,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.12500020480000662,wall
2_414Bjl90PPXdZA2Pm_yW,1.2499922944000255,,7.819957944000002,,0,,0.9499975920000006,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.12499922944000649,wall
2_414Bjl90PPXdZA2Pm_yw,4.000000127999998,,9.134956584000001,,0,,1.2500000400000002,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.4000000128000128,wall
2_414Bjl90PPXdZA2Pm_yu,4.770000204800023,,9.269958599999994,,0,,2.000000064000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.4770000204800176,wall
2_414Bjl90PPXdZA2Pm_ys,1.8559988992000012,,7.819957943999988,,0,,0.6799996559999998,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.185599889920006,wall
2_414Bjl90PPXdZA2Pm_yq,2.8200040960000456,,7.819957943999994,,0,,1.900001280000001,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.2820004096000126,wall
2_414Bjl90PPXdZA2Pm_ym,9.37567336959995,13.936888559999998,,,0,,3.0298979279999894,1,3aSwb19Dv5TwKrEFFHK$2Y,3.199999999999998,0.9375673369600056,wall
2_414Bjl90PPXdZA2Pm$r8,74.84996485120031,,18.749957928000008,,1,0,37.749989016000086,1,0TM_qAVTPEeg7JFha6rBHj,3.1999999999999997,18.512491212800004,wall
2_414Bjl90PPXdZA2Pm$9a,74.84996485120026,,18.749957928000008,,1,0,37.749989016000086,1,0TM_qAVTPEeg7JFha6rBHj,3.199999999999998,18.512491212799986,wall
3Hrewwg9b5KejEicfrynsn,38.4248653696001,37.749989016000015,,,1,0,18.749957928000022,1,0TM_qAVTPEeg7JFha6rBHj,3.1999999999999997,9.40621634240001,wall
