D_ue_E0_OK_distance_sn14,7.82
D_ue_U1_OK_distance_ew9,8.187
D_ue_U1_OK_distance_ew7,3.777
D_ue_E1_OK_distance_sn13,9.135
D_ue_E0_OK_distance_ew4,11.087
D_ue_U1_OK_distance_sn17,7.82
D_ue_U1_OK_distance_sn0,9.835
D_ue_E1_OK_distance_ew1,9.687
D_ue_U1_OK_distance_ew29,32.499
D_ue_E0_OK_distance_sn21,7.291
D_ue_E0_OK_distance_ew10,8.187
D_ue_U1_OK_distance_sn24,7.291
D_ue_E1_OK_distance_ew26,14.222
D_ue_U1_OK_distance_ew19,18.987
D_ue_E1_OK_distance_ew7,8.187
D_ue_E0_OK_distance_ew29,34.337
D_ue_E1_OK_distance_ew5,3.777
D_ue_E0_OK_distance_ew5,18.287
D_ue_E1_OK_distance_ew23,32.502
D_ue_E1_OK_distance_sn25,13.475
D_ue_U1_OK_distance_sn10,2.29
D_ue_E0_OK_distance_sn9,2.29
D_ue_E1_OK_distance_ew3,18.287
D_ue_E1_OK_distance_sn10,4.92
D_ue_E1_OK_distance_ew12,34.037
D_ue_E0_OK_distance_sn1,4.42
D_ue_E1_OK_distance_ew18,16.937
D_ue_E0_OK_distance_ew23,16.257
D_ue_E1_OK_distance_ew21,16.287
D_ue_E1_OK_distance_ew20,12.972
D_ue_U1_OK_distance_sn23,1.85
D_ue_U1_OK_distance_ew3,9.687
D_ue_U1_OK_distance_ew26,12.972
D_ue_E0_OK_distance_sn22,2.4
D_ue_E0_OK_distance_ew16,18.994
D_ue_E0_OK_distance_sn24,13.475
D_ue_E1_OK_distance_ew0,7.117
D_ue_E1_OK_distance_ew13,18.987
D_ue_E1_OK_distance_sn15,7.82
D_ue_E1_OK_distance_sn9,2.29
D_ue_E1_OK_distance_sn20,11.095
D_ue_E1_OK_distance_sn0,9.835
D_ue_E1_OK_distance_ew4,2.759
D_ue_E0_OK_distance_sn18,11.095
D_ue_E1_OK_distance_ew30,30.029
D_ue_E0_OK_distance_ew2,7.117
D_ue_E0_OK_distance_ew27,32.502
D_ue_U1_OK_distance_ew32,14.222
D_ue_E1_OK_distance_ew27,13.937
D_ue_E1_OK_distance_sn8,6.652
D_ue_E1_OK_distance_ew2,11.087
D_ue_E1_OK_distance_sn24,10.725
D_ue_E0_OK_distance_ew25,16.287
D_ue_U1_OK_distance_ew27,16.287
D_ue_E0_OK_distance_ew24,12.972
D_ue_E0_OK_distance_sn8,6.652
D_ue_E0_OK_distance_ew3,9.687
D_ue_U1_OK_distance_ew5,18.287
D_ue_E0_OK_distance_ew0,30.029
D_ue_E1_OK_distance_ew19,16.257
D_ue_U1_OK_distance_ew25,16.257
D_ue_E0_OK_distance_ew6,2.759
D_ue_E1_OK_distance_sn1,4.405
D_ue_E1_OK_distance_sn26,15.575
D_ue_U1_OK_distance_ew34,30.029
D_ue_E1_OK_distance_sn23,7.291
D_ue_U1_OK_distance_ew2,7.117
D_ue_E0_OK_distance_sn0,9.835
D_ue_E0_OK_distance_sn10,4.92
D_ue_E0_OK_distance_sn17,6.105
D_ue_E0_OK_distance_sn23,10.725
D_ue_U1_OK_distance_sn11,4.92
D_ue_U1_OK_distance_sn19,6.105
D_ue_U1_OK_distance_ew24,16.937
D_ue_E0_OK_distance_ew30,14.222
D_ue_E0_OK_distance_ew19,13.937
D_ue_E0_OK_distance_sn25,15.575
D_ue_U1_OK_distance_ew4,11.087
D_ue_E1_OK_distance_sn19,6.105
D_ue_U1_OK_distance_ew6,2.759
D_ue_E1_OK_distance_ew25,34.337
D_ue_U1_OK_distance_sn15,9.135
D_ue_E0_OK_distance_ew15,34.037
D_ue_U1_OK_distance_sn1,4.405
D_ue_U1_OK_distance_ew33,13.937
D_ue_U1_OK_distance_sn20,11.095
D_ue_E0_OK_distance_ew7,3.777
D_ue_E0_OK_distance_ew22,16.937
D_ue_E1_OK_distance_sn22,2.4
