,IBC1020_2,IBC1207_1,IBC1207_3
0,D_ue_E0_OK_distance_sn18,D_ue_E1_OK_distance_sn23,D_ue_E1_OK_distance_sn23
1,D_ue_E0_OK_distance_sn17,D_ue_E0_OK_distance_ew6,D_ue_E0_OK_distance_ew6
2,D_ue_U1_OK_distance_sn23,D_ue_E1_OK_distance_sn24,D_ue_E1_OK_distance_sn24
3,D_ue_E1_OK_distance_sn9,D_ue_E1_OK_distance_ew25,D_ue_E1_OK_distance_ew25
4,D_ue_E0_OK_distance_ew3,D_ue_U1_OK_distance_sn23,D_ue_U1_OK_distance_sn23
5,D_ue_E0_OK_distance_ew2,D_ue_E0_OK_distance_sn22,D_ue_E0_OK_distance_sn22
6,D_ue_U1_OK_distance_ew6,D_ue_E0_OK_distance_sn23,D_ue_E0_OK_distance_sn23
7,D_ue_U1_OK_distance_sn11,D_ue_U1_OK_distance_ew6,D_ue_U1_OK_distance_ew6
8,D_ue_E1_OK_distance_sn1,D_ue_E0_OK_distance_sn21,D_ue_E0_OK_distance_sn21
9,D_ue_E1_OK_distance_ew7,D_ue_U1_OK_distance_sn11,D_ue_U1_OK_distance_sn11
10,D_ue_E1_OK_distance_ew5,D_ue_E1_OK_distance_sn22,D_ue_E1_OK_distance_sn22
11,,D_ue_E1_OK_distance_sn10,D_ue_E1_OK_distance_sn10
12,,D_ue_E1_OK_distance_ew4,D_ue_E1_OK_distance_ew4
13,,D_ue_E0_OK_distance_ew29,D_ue_E0_OK_distance_ew29
