,IBC1020_2,IBC1207_1,IBC1207_3
0,U1_OK_d_wl_ew6,E1_OK_d_wl_sn24,E1_OK_d_wl_sn24
1,E1_OK_d_wl_ew4,E0_OK_d_wl_sn23,E0_OK_d_wl_sn23
2,U1_OK_d_wl_ew7,U1_OK_d_wl_ew6,U1_OK_d_wl_ew6
3,E1_OK_d_wl_ew5,E0_OK_d_wl_ew28,E0_OK_d_wl_ew28
4,E0_OK_d_wl_ew7,E1_OK_d_wl_sn21,E1_OK_d_wl_sn21
5,E0_OK_d_wl_ew6,E1_OK_d_wl_ew4,E1_OK_d_wl_ew4
6,,E0_OK_d_wl_sn22,E0_OK_d_wl_sn22
7,,E1_OK_d_wl_sn23,E1_OK_d_wl_sn23
8,,E1_OK_d_wl_ew24,E0_OK_d_wl_sn20
9,,U1_OK_d_wl_sn22,E1_OK_d_wl_ew24
10,,,U1_OK_d_wl_sn22
11,,,E0_OK_d_wl_ew6
